Company,Track,Role,URL,Status,Resume Variant,Cover Letter,Notes,Location
Google,BigTech,"Staff Software Engineer, AI Infrastructure, Applied AI",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Google,BigTech,"Software Engineer III, Infrastructure, Platforms Infrastructure Engineering",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Google,BigTech,"Senior Staff Software Engineer, Infrastructure, Platforms Infrastructure Engineering",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,cover_letter_google_2026.md,Tier 1 [URL needs manual lookup on careers.google.com],
Google,BigTech,"Senior Software Engineer, Embedded Systems/Firmware, Platforms Infrastructure Engineering",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Google,BigTech,"Senior Software Engineer, Performance, Platforms Infrastructure Engineering",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Google,BigTech,"Software Engineer III, Embedded Systems/Firmware, Platforms Infrastructure Engineering",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Google,BigTech,"Software Engineer, Infrastructure",https://careers.google.com/jobs/results/?q=Platforms+Infrastructure+Engineering,To Apply,Resume_BigTech_2026,,[URL needs manual lookup on careers.google.com],
Meta,BigTech,Infrastructure Security Monitoring Engineer,https://www.metacareers.com/profile/job_details/25110589451915460,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,"Network Engineer, Foundation and Support (Edge/Backbone Infrastructure Design)",https://www.metacareers.com/profile/job_details/4055679534697858,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,"Network Production Engineer, Infrastructure",https://www.metacareers.com/profile/job_details/9793139210805688,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,"Production Network Engineer, Infrastructure Automation and Tooling, Fullstack",https://www.metacareers.com/profile/job_details/1281796970661817,To Apply,Resume_BigTech_2026,cover_letter_meta_2026.md,Tier 1,
Meta,BigTech,Controls Engineer - Data Center Infrastructure Design & Engineering,https://www.metacareers.com/profile/job_details/1642713117097854,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,"Network Production Engineer, Network Infrastructure",https://www.metacareers.com/profile/job_details/1290011782714129,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,"Fullstack Engineer, Infrastructure",https://www.metacareers.com/profile/job_details/1611437296690143,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,Enterprise Infrastructure Engineer,https://www.metacareers.com/profile/job_details/1514920796269670,To Apply,Resume_BigTech_2026,,,
Meta,BigTech,Software Engineer (Leadership) - Infrastructure,https://www.metacareers.com/profile/job_details/704019139159184,To Apply,Resume_BigTech_2026,cover_letter_meta_2026.md,Tier 1,
Stripe,BigTech,"Account Executive, Platforms  (German-speaking)",https://stripe.com/jobs/listing/account-executive-platforms-german-speaking/7458835,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Platforms - Strategics",https://stripe.com/jobs/listing/account-executive-platforms-strategics/7604080,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Platforms (Existing Business)",https://stripe.com/jobs/listing/account-executive-platforms-existing-business/7576967,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Platforms (French Speaking)",https://stripe.com/jobs/listing/account-executive-platforms-french-speaking/7353623,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Platforms (Grower)",https://stripe.com/jobs/listing/account-executive-platforms-grower/7577015,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Platforms (New Business)",https://stripe.com/jobs/listing/account-executive-platforms-new-business/7218796,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Startup Platforms (Existing Business)",https://stripe.com/jobs/listing/account-executive-startup-platforms-existing-business/7339700,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,"Account Executive, Startup SaaS Platforms - Existing Business",https://stripe.com/jobs/listing/account-executive-startup-saas-platforms-existing-business/7451383,To Apply,Resume_BigTech_2026,,Tier 2,
Stripe,BigTech,Platforms,https://stripe.com/use-cases/platforms,To Apply,Resume_BigTech_2026,,Tier 2,
Cloudflare,BigTech,Database Reliability Engineer,https://boards.greenhouse.io/cloudflare/jobs/7249558?gh_jid=7249558,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Distributed Systems Engineer, Analytical Database Platform",https://boards.greenhouse.io/cloudflare/jobs/7462801?gh_jid=7462801,To Apply,Resume_BigTech_2026,cover_letter_cloudflare_2026.md,Tier 1,
Cloudflare,BigTech,"Frontend Engineer, Media Platform",https://boards.greenhouse.io/cloudflare/jobs/7304810?gh_jid=7304810,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Frontend Engineer, UI Platform",https://boards.greenhouse.io/cloudflare/jobs/7559379?gh_jid=7559379,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Hardware Systems Engineer,https://boards.greenhouse.io/cloudflare/jobs/7082275?gh_jid=7082275,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Infrastructure Lifecycle Architect - ERP,https://boards.greenhouse.io/cloudflare/jobs/7012559?gh_jid=7012559,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Platform Design Engineer (UX),https://boards.greenhouse.io/cloudflare/jobs/7376614?gh_jid=7376614,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Principal Billing Systems Engineer,https://boards.greenhouse.io/cloudflare/jobs/7404591?gh_jid=7404591,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Principal Solutions Architect, AI/Cloudflare Developer Platform",https://boards.greenhouse.io/cloudflare/jobs/7000469?gh_jid=7000469,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Principal Systems Engineer, Data",https://boards.greenhouse.io/cloudflare/jobs/7488760?gh_jid=7488760,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Principal Systems Engineer, FL",https://boards.greenhouse.io/cloudflare/jobs/7267426?gh_jid=7267426,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Principal Systems Engineer, IPC",https://boards.greenhouse.io/cloudflare/jobs/7267394?gh_jid=7267394,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Senior Engineer Manager - Zero Trust Client Platform,https://boards.greenhouse.io/cloudflare/jobs/7565131?gh_jid=7565131,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Engineering Manager, Platform Connect",https://boards.greenhouse.io/cloudflare/jobs/7155585?gh_jid=7155585,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Manager, Solutions Architect (Developer Platform), APAC",https://boards.greenhouse.io/cloudflare/jobs/7559655?gh_jid=7559655,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Manager, Solutions Architecture , AI & Developer Platform",https://boards.greenhouse.io/cloudflare/jobs/7469508?gh_jid=7469508,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Product Manager, Infrastructure Lifecycle",https://boards.greenhouse.io/cloudflare/jobs/7474205?gh_jid=7474205,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Software Engineer, Network Performance & Reliability",https://boards.greenhouse.io/cloudflare/jobs/7446340?gh_jid=7446340,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Systems Engineer, Cloudflare Data Platform",https://boards.greenhouse.io/cloudflare/jobs/7090955?gh_jid=7090955,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Systems Engineer, Durable Objects DevEx",https://boards.greenhouse.io/cloudflare/jobs/7408167?gh_jid=7408167,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Systems Engineer, Edge",https://boards.greenhouse.io/cloudflare/jobs/7068271?gh_jid=7068271,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Senior Systems Engineer, Pipelines",https://boards.greenhouse.io/cloudflare/jobs/7093840?gh_jid=7093840,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Software Engineer - Network Platforms,https://boards.greenhouse.io/cloudflare/jobs/7541032?gh_jid=7541032,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Software Engineer - Platforms & Productivity,https://boards.greenhouse.io/cloudflare/jobs/6972536?gh_jid=6972536,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Software Engineer - Security Platform,https://boards.greenhouse.io/cloudflare/jobs/7053411?gh_jid=7053411,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Software Engineer – Distributed Systems (Unimog L4 Load Balancer),https://boards.greenhouse.io/cloudflare/jobs/7294535?gh_jid=7294535,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Software Engineer, Network Performance & Reliability",https://boards.greenhouse.io/cloudflare/jobs/7446310?gh_jid=7446310,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Software Engineer, Service Automation (Kubernetes)",https://boards.greenhouse.io/cloudflare/jobs/7066923?gh_jid=7066923,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Software Engineer: Distributed Systems (Infrastructure),https://boards.greenhouse.io/cloudflare/jobs/7088208?gh_jid=7088208,To Apply,Resume_BigTech_2026,cover_letter_cloudflare_2026.md,Tier 1,
Cloudflare,BigTech,"Solutions Architect, AI/Cloudflare Developer Platform",https://boards.greenhouse.io/cloudflare/jobs/7505582?gh_jid=7505582,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Systems Engineer,https://boards.greenhouse.io/cloudflare/jobs/7343780?gh_jid=7343780,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Systems Engineer - Browser Isolation,https://boards.greenhouse.io/cloudflare/jobs/7346457?gh_jid=7346457,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, Cloudflare Tunnel",https://boards.greenhouse.io/cloudflare/jobs/7343801?gh_jid=7343801,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, Data",https://boards.greenhouse.io/cloudflare/jobs/7527453?gh_jid=7527453,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, Gateway",https://boards.greenhouse.io/cloudflare/jobs/7343763?gh_jid=7343763,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, Metrics and Alerting",https://boards.greenhouse.io/cloudflare/jobs/6673579?gh_jid=6673579,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, SSL/TLS Team",https://boards.greenhouse.io/cloudflare/jobs/7542754?gh_jid=7542754,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,"Systems Engineer, Workers Authoring and Testing",https://boards.greenhouse.io/cloudflare/jobs/7104011?gh_jid=7104011,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Systems Reliability Engineer,https://boards.greenhouse.io/cloudflare/jobs/7453074?gh_jid=7453074,To Apply,Resume_BigTech_2026,,,
Cloudflare,BigTech,Developer platform,https://www.cloudflare.com/developer-platform/,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,infrastructure engineer,https://www.amazon.jobs/en/search?base_query=infrastructure+engineer&job_type=Full-Time,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,Data Center Infrastructure Engineer Intern,https://www.amazon.jobs/en/jobs/3159355/data-center-infrastructure-engineer-intern,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Network Infrastructure Engineer  I , Amazon Dedicated Cloud (NIDD)",https://www.amazon.jobs/en/jobs/3082086/network-infrastructure-engineer-i-amazon-dedicated-cloud-nidd,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Sr. Infrastructure Reliability Engineer, Infrastructure Reliability & Quality",https://www.amazon.jobs/en/jobs/3178742/sr-infrastructure-reliability-engineer-infrastructure-reliability-quality,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Infrastructure Engineer - eero, eero Foundations - Cloud Identity and Operations",https://www.amazon.jobs/en/jobs/3166004/infrastructure-engineer-eero-eero-foundations-cloud-identity-and-operations,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Network Infrastructure Engineer I, Amazon Dedicated Cloud (NIDD)",https://www.amazon.jobs/en/jobs/3148504/network-infrastructure-engineer-i-amazon-dedicated-cloud-nidd,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Data Center Infrastructure Engineer , HKG - Infra Delivery Techs",https://www.amazon.jobs/en/jobs/3121144/data-center-infrastructure-engineer-hkg-infra-delivery-techs,To Apply,Resume_BigTech_2026,,,
AWS,BigTech,"Data Center Infrastructure Engineer , Data Center Operations, HKG - DCO",https://www.amazon.jobs/en/jobs/3122805/data-center-infrastructure-engineer-data-center-operations-hkg-dco,To Apply,Resume_BigTech_2026,,,
Citadel,Finance,Site Reliability Engineering,https://www.citadel.com/careers/engineering/site-reliability-engineering/,To Apply,Resume_Finance_2026,,,
Jump Trading,Finance,campusrecruiting@jumptrading.com,mailto:campusrecruiting@jumptrading.com,To Apply,Resume_Finance_2026,,,
Databricks,Startup,"Platform OverviewA unified platform for data, analytics and AI",https://www.databricks.com/product/data-intelligence-platform,To Apply,Resume_Startup_2026,,Tier 2,
Databricks,Startup,"Data ManagementData reliability, security and performance",https://www.databricks.com/product/delta-lake-on-databricks,To Apply,Resume_Startup_2026,,Tier 2,
Databricks,Startup,Open Source TechnologiesLearn more about the innovations behind the platform,https://www.databricks.com/product/open-source,To Apply,Resume_Startup_2026,,Tier 2,
Databricks,Startup,Databricks AcademySign in to the Databricks learning platform,https://www.databricks.com/learn/training/login,To Apply,Resume_Startup_2026,,Tier 2,
Databricks,Startup,Platform Overview,https://www.databricks.com/product/data-intelligence-platform,To Apply,Resume_Startup_2026,,Tier 2,
Rippling,Startup,Platform,,To Apply,Resume_Startup_2026,,Tier 2,
Figma,Startup,Customer storiesRead about leading product teams,https://www.figma.com/customers/,To Apply,Resume_Startup_2026,,Tier 2,
Figma,Startup,"Director, Software Engineering - Product Platform",https://boards.greenhouse.io/figma/jobs/5600388004?gh_jid=5600388004,To Apply,Resume_Startup_2026,,Tier 2,
Figma,Startup,"Software Engineer, AI Platforms",https://boards.greenhouse.io/figma/jobs/5691886004?gh_jid=5691886004,To Apply,Resume_Startup_2026,,Tier 2,
Figma,Startup,"Software Engineer, Distributed Systems",https://boards.greenhouse.io/figma/jobs/5552549004?gh_jid=5552549004,To Apply,Resume_Startup_2026,,Tier 2,
Figma,Startup,"Software Engineer, Production Engineering",https://boards.greenhouse.io/figma/jobs/5551649004?gh_jid=5551649004,To Apply,Resume_Startup_2026,,,
Figma,Startup,"Software Engineer, Production Engineering  (London, United Kingdom)",https://boards.greenhouse.io/figma/jobs/5781928004?gh_jid=5781928004,To Apply,Resume_Startup_2026,,,
Figma,Startup,"Software Engineer, Web Platform",https://boards.greenhouse.io/figma/jobs/5759501004?gh_jid=5759501004,To Apply,Resume_Startup_2026,,Tier 2,
Corporate Tools LLC,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7166778,To Apply,Resume_Startup_2026,,,
Corporate Tools LLC,Startup,Senior DevOps Engineer - On-Prem Infrastructure,https://www.builtinaustin.com/job/senior-devops-engineer-prem-infrastructure/7166762,To Apply,Resume_Startup_2026,,,
Striveworks,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/6321162,To Apply,Resume_Startup_2026,,,
CLA (CliftonLarsonAllen),Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7780358,To Apply,Resume_Startup_2026,,,
Vectra AI,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7876291,To Apply,Resume_Startup_2026,,,
eClinical Solutions,Startup,Senior DevOps Software Engineer,https://www.builtinaustin.com/job/senior-devops-software-engineer/8516418,To Apply,Resume_Startup_2026,,,
Blumira,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8306685,To Apply,Resume_Startup_2026,,,
Storable,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8553299,To Apply,Resume_Startup_2026,,,
TransPerfect,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/4560944,To Apply,Resume_Startup_2026,,,
Owner,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8078944,To Apply,Resume_Startup_2026,,,
Kiavi,Startup,Senior Devops Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8529221,To Apply,Resume_Startup_2026,,,
Freestar,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer-fully-remote/8519478,To Apply,Resume_Startup_2026,,,
Guild Mortgage,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8516421,To Apply,Resume_Startup_2026,,,
ProDev US,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/4008844,To Apply,Resume_Startup_2026,,,
CrowdStrike,Startup,Sr. Engineer - CICD DevOps (Remote),https://www.builtinaustin.com/job/engineer-iii-cicd-devops-remote/8050320,To Apply,Resume_Startup_2026,,,
Blenderbox,Startup,Senior DevOps Engineer (Contract / Remote),https://www.builtinaustin.com/job/senior-devops-engineer-contract-remote/7332763,To Apply,Resume_Startup_2026,,,
Adelaide,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8245920,To Apply,Resume_Startup_2026,,,
SGNL,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/4468519,To Apply,Resume_Startup_2026,,,
DigiCert,Startup,Senior Devops Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8493234,To Apply,Resume_Startup_2026,,,
Aravo Solutions - Third-Party Risk Management,Startup,Sr. DevOps Engineer,https://www.builtinaustin.com/job/sr-devops-engineer/7354956,To Apply,Resume_Startup_2026,,,
Procore Technologies,Startup,"Senior DevOps Engineer, Mobile Platform",https://www.builtinaustin.com/job/senior-devops-engineer-mobile-platform/8130660,To Apply,Resume_Startup_2026,,,
Equivant,Startup,Senior DevOps Engineer (AWS & SQL),https://www.builtinaustin.com/job/senior-devops-engineer-aws-sql/8228869,To Apply,Resume_Startup_2026,,,
Yassir,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer-copy/6509456,To Apply,Resume_Startup_2026,,,
SmithRx,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7914576,To Apply,Resume_Startup_2026,,,
Liatrio,Startup,Senior DevOps Engineer/ Consultant,https://www.builtinaustin.com/job/senior-devops-engineer-consultant/4361204,To Apply,Resume_Startup_2026,,,
Entefy,Startup,Sr. DevOps Engineer (Remote Position),https://www.builtinaustin.com/job/sr-devops-engineer-remote-position/2321413,To Apply,Resume_Startup_2026,,,
PayPal,Startup,Sr Staff Software Engineer - Cloud Infrastructure and DevOps,https://www.builtinaustin.com/job/sr-staff-software-engineer-cloud-infrastructure-and-devops/8417240,To Apply,Resume_Startup_2026,cover_letter_paypal_2026.md,Tier 1,
PayPal,Startup,Sr Software Engineer - Cloud Infrastructure and Devops,https://www.builtinaustin.com/job/sr-software-engineer/8220582,To Apply,Resume_Startup_2026,,,
CACI International Inc,Startup,Senior DevOps CM Engineer,https://www.builtinaustin.com/job/senior-devops-cm-engineer/8473191,To Apply,Resume_Startup_2026,,,
PayPal,Startup,"Senior Cloud Engineer, Infra & DevOps",https://www.builtinaustin.com/job/senior-cloud-engineer-infra-devops/8269663,To Apply,Resume_Startup_2026,,,
SailPoint,Startup,Senior Staff DevOps Engineer - AWS Infrastructure,https://www.builtinaustin.com/job/senior-staff-devops-engineer/6462163,To Apply,Resume_Startup_2026,,,
Dropzone AI,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7988070,To Apply,Resume_Startup_2026,,,
Great Gray Trust Company,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8179289,To Apply,Resume_Startup_2026,,,
FetLife,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8386463,To Apply,Resume_Startup_2026,,,
Prompt Therapy Solutions Inc,Startup,Senior DevOps Engineer (Infrastructure & MLOps),https://www.builtinaustin.com/job/senior-devops-engineer-infrastructure-mlops/8152042,To Apply,Resume_Startup_2026,,,
10Beauty,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7449993,To Apply,Resume_Startup_2026,,,
NMI,Startup,Senior DevOps Engineer (Google Cloud Platform),https://www.builtinaustin.com/job/senior-devops-engineer-google-cloud-platform/7979448,To Apply,Resume_Startup_2026,,,
Tenna,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/6260435,To Apply,Resume_Startup_2026,,,
Polly (polly.co),Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/7407684,To Apply,Resume_Startup_2026,,,
Five9,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/6979046,To Apply,Resume_Startup_2026,,,
Natera,Startup,Senior Software Engineer/DevOps,https://www.builtinaustin.com/job/senior-software-engineer-devops/8219101,To Apply,Resume_Startup_2026,,,
Eloquent AI,Startup,"Senior Software Engineer, DevOps & Infrastructure",https://www.builtinaustin.com/job/senior-software-engineer-devops-infrastructure/7581639,To Apply,Resume_Startup_2026,cover_letter_eloquentai_2026.md,Tier 1,
Guidebook Inc.,Startup,Senior Backend Engineer (DevOps),https://www.builtinaustin.com/job/senior-backend-engineer-devops/8252177,To Apply,Resume_Startup_2026,,,
Netflix,BigTech,Senior Systems Engineer - DevOps (Active Directory),https://www.builtinaustin.com/job/senior-systems-engineer-devops-active-directory/6694423,To Apply,Resume_BigTech_2026,,,
Equip,Startup,"Senior Software Development Engineer, DevOps",https://www.builtinaustin.com/job/senior-software-development-engineer-devops/8255499,To Apply,Resume_Startup_2026,,,
Scribe,Startup,Senior Software Engineer (DevOps),https://www.builtinaustin.com/job/senior-software-engineer-devops/6885244,To Apply,Resume_Startup_2026,,,
MachineFi Lab,Startup,"Senior Engineer, SRE/DevOps",https://www.builtinaustin.com/job/senior-engineer-sredevops/2335431,To Apply,Resume_Startup_2026,,,
Metabase,BigTech,Senior SRE/DevOps Engineer,https://www.builtinaustin.com/job/senior-sredevops-engineer/2269161,To Apply,Resume_BigTech_2026,,,
BRINC Drones,Startup,Senior SRE/DevOps Engineer,https://www.builtinaustin.com/job/senior-sre-devops-engineer/8391582,To Apply,Resume_Startup_2026,,,
Aspire,Startup,Senior Software Engineer (Full Stack/DevOps) - India,https://www.builtinaustin.com/job/senior-software-engineer-full-stack-devops-india/8151323,To Apply,Resume_Startup_2026,,,
Tenstorrent Inc.,Startup,"Sr. Staff Engineer, DevOps - Automation and Software Tooling",https://www.builtinaustin.com/job/sr-staff-engineer-devops-automation-and-software-tooling/8360700,To Apply,Resume_Startup_2026,,,
Liatrio,Startup,Principal DevOps Engineer,https://www.builtinaustin.com/job/devops-technical-principal-engineer/4231151,To Apply,Resume_Startup_2026,,,
Miratech,Startup,Senior DevOps Engineer,https://www.builtinaustin.com/job/senior-devops-engineer/8353579,To Apply,Resume_Startup_2026,,,
SGNL,Startup,DevOps Engineer,https://www.builtinaustin.com/job/devops-engineer/4468518,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Commercial Counsel, Compute & Infrastructure",https://job-boards.greenhouse.io/anthropic/jobs/5045006008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,Compute Capacity Strategy & Operations,https://job-boards.greenhouse.io/anthropic/jobs/5068424008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Engineering Manager, Accelerator Platform",https://job-boards.greenhouse.io/anthropic/jobs/5121920008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Engineering Manager, Claude Developer Platform",https://job-boards.greenhouse.io/anthropic/jobs/4721383008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Engineering Manager, Safeguards Data Infra",https://job-boards.greenhouse.io/anthropic/jobs/5103078008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Engineering Manager, UI Platform",https://job-boards.greenhouse.io/anthropic/jobs/5058714008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Finance & Strategy, Compute Infrastructure",https://job-boards.greenhouse.io/anthropic/jobs/5107489008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Infrastructure Engineer, Sandboxing",https://job-boards.greenhouse.io/anthropic/jobs/5030680008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,IT Systems Engineer,https://job-boards.greenhouse.io/anthropic/jobs/4887952008,To Apply,Resume_Startup_2026,,,
Anthropic,Startup,"Machine Learning Systems Engineer, Research Tools",https://job-boards.greenhouse.io/anthropic/jobs/4952079008,To Apply,Resume_Startup_2026,,,
